sample_id,region_id,T,F,P,En
hn-sinc-nsf_LA_D_2936796,6,speech,mid,vowel,"From 1.58 to 1.65 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2936796,10,speech,mid,vowel,"From 1.95 to 2.15 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2943260,14,speech,low,consonant,"From 0.6 to 0.8 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2943260,15,speech,low,consonant,"From 0.81 to 0.92 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_2943260,16,speech,low,vowel,"From 1.89 to 2.30 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2944634,12,speech,mid,consonant,"From 2.27 to 2.61 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2944634,16,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2946318,11,speech,mid,consonant,"From 2.40 to 3.01 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_2946318,12,speech,mid,consonant,"From 2.4 to 3.0 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_2946318,15,speech,low,consonant,"From 1.48 to 1.87 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_2946881,2,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_2946958,7,speech,mid,vowel,"From 2.0 to 2.4 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2946958,10,speech,mid,consonant,"From 1.97 to 2.36 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2946958,11,speech,mid,vowel,"From 1.45 to 1.83 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2954423,3,speech,high,vowel,"From 1.73 to 2.34 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2954917,14,speech,low,vowel,"From 0.8 to 1.6 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2958472,11,speech,mid,vowel,"From 1.50 to 2.04 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2958472,14,speech,low,consonant,"From 0.95 to 1.50 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2958472,15,speech,low,vowel,"From 0.67 to 0.83 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_2972247,12,speech,mid,vowel,"From 1.76 to 1.85 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2976553,7,speech,mid,consonant,"From 1.6 to 2.4 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_2976553,11,speech,mid,consonant,"This mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_2976553,15,speech,low,consonant,"From 0.88 to 1.07 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2977005,10,speech,mid,vowel,"From 2.38 to 2.53 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2977005,14,speech,low,vowel,"From 2.92 to 3.16 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2977005,15,speech,low,consonant,"From 0.6 to 0.8 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_2977057,2,speech,high,vowel,"From 1.57 to 1.76 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2977892,11,speech,mid,vowel,"From 1.38 to 1.92 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2977892,14,speech,low,vowel,"From 1.92 to 2.07 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2977892,15,speech,low,vowel,"From 0.0 to 0.8 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2979011,2,speech,high,vowel,"From 1.02 to 1.22 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2979011,11,speech,mid,vowel,"From 2.4 to 2.6 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2979011,15,speech,low,vowel,"From 0.0 to 0.8 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2989479,7,speech,mid,vowel,"From 1.07 to 1.40 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2989479,11,speech,mid,vowel,"From 2.36 to 2.42 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2989479,15,speech,low,vowel,"From 2.42 to 2.79 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2990661,2,speech,high,consonant,"From 1.65 to 2.13 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_2990661,10,speech,mid,consonant,"From 1.65 to 2.13 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_2991667,12,speech,mid,vowel,"This mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2991667,16,speech,low,vowel,"From 2.54 to 2.86 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_2996584,3,speech,high,none,"From 1.97 to 2.53 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This region overlaps an aligned speech interval, but no specific phone can be matched to it."
hn-sinc-nsf_LA_D_2996584,12,speech,mid,vowel,"From 2.84 to 3.20 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2996584,14,speech,low,vowel,"From 2.53 to 2.61 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_2996762,2,speech,high,vowel,"From 1.44 to 1.71 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2996762,3,speech,high,vowel,"From 1.71 to 2.12 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_2996762,4,speech,high,consonant,"From 1.71 to 2.12 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3000565,11,speech,mid,vowel,"This mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3000565,15,speech,low,vowel,"From 2.55 to 3.38 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3000565,16,speech,low,consonant,"From 2.4 to 2.6 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3005942,11,speech,mid,vowel,"From 2.35 to 2.87 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3005942,15,speech,low,vowel,"From 2.35 to 2.87 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3006726,11,speech,mid,consonant,"From 1.98 to 2.31 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3006726,12,speech,mid,consonant,"From 1.80 to 1.94 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3006726,16,speech,low,consonant,"From 1.98 to 2.31 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3007617,2,speech,high,consonant,"From 0.80 to 0.98 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3007617,6,speech,mid,consonant,"From 0.66 to 0.80 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3007617,10,speech,mid,consonant,"From 0.98 to 1.09 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3018635,3,speech,high,consonant,"From 1.68 to 1.78 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3018635,11,speech,mid,consonant,"From 2.4 to 2.6 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3018635,15,speech,low,consonant,"From 0.86 to 1.08 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3025684,3,speech,high,vowel,"This high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3025684,15,speech,low,vowel,"From 0.0 to 0.8 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3029021,2,speech,high,vowel,"From 0.89 to 1.02 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3029021,10,speech,mid,vowel,"This mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3029021,14,speech,low,vowel,"From 1.89 to 2.50 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3029513,3,speech,high,vowel,"From 2.0 to 2.5 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3029513,11,speech,mid,vowel,"From 1.76 to 2.03 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3029513,15,speech,low,vowel,"From 1.76 to 2.03 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3039424,16,speech,low,vowel,"From 1.64 to 1.79 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3044379,11,speech,mid,consonant,"This mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3044379,12,speech,mid,consonant,"From 3.2 to 3.4 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3044379,16,speech,low,consonant,"This low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3050627,2,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_3050627,3,speech,high,vowel,"From 2.17 to 2.71 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3050627,15,speech,low,vowel,"From 1.5 to 2.0 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3051718,4,speech,high,vowel,"This high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3051718,15,speech,low,consonant,"From 2.4 to 2.6 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3051718,16,speech,low,vowel,"This low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3053264,11,speech,mid,vowel,"From 1.80 to 2.13 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3053264,15,speech,low,vowel,"From 0.90 to 1.02 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3056969,12,speech,mid,vowel,"From 2.65 to 3.05 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3056969,16,speech,low,vowel,"From 2.46 to 2.65 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3061050,2,speech,high,vowel,"From 1.08 to 1.77 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3061050,10,speech,mid,vowel,"From 1.08 to 1.77 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3061050,11,speech,mid,vowel,"From 2.65 to 3.12 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3061471,6,speech,mid,vowel,"From 1.24 to 1.56 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3062025,11,speech,mid,consonant,"From 2.02 to 2.16 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3062025,12,speech,mid,vowel,"From 3.62 to 4.14 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3064595,10,speech,mid,vowel,"From 1.6 to 1.8 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3064595,11,speech,mid,consonant,"From 2.4 to 2.6 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3064595,14,speech,low,vowel,"From 0.8 to 1.6 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3074651,14,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows a weak, smeared spectral transition with missing transient detail. Because the region is aligned with a consonant, the loss of transient definition can directly reduce articulation and intelligibility."
hn-sinc-nsf_LA_D_3074985,11,speech,mid,consonant,"From 1.83 to 2.41 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3074985,12,speech,mid,consonant,"From 1.62 to 1.83 seconds, this mid-frequency region shows an abnormal spectral pattern with less natural variation than expected. The region is aligned with a consonant, and this abnormal structure can reduce articulation and perceived naturalness."
hn-sinc-nsf_LA_D_3075013,3,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_3075013,4,speech,high,consonant,"From 3.51 to 3.83 seconds, this high-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3075013,16,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3075580,11,speech,mid,consonant,"From 2.25 to 2.62 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3075867,15,speech,low,vowel,"From 1.57 to 1.75 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3077269,2,speech,high,vowel,"From 0.84 to 0.87 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3077269,4,speech,high,vowel,"This high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
hn-sinc-nsf_LA_D_3080108,12,speech,mid,vowel,"From 2.38 to 2.55 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3080108,16,speech,low,vowel,"From 2.55 to 3.13 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_3081203,6,speech,mid,consonant,"This mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3081203,10,speech,mid,consonant,"From 1.07 to 1.72 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3081203,16,speech,low,consonant,"From 1.07 to 1.72 seconds, this low-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3084702,6,speech,mid,vowel,"This mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3084702,10,speech,mid,vowel,"From 1.46 to 1.80 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3088159,2,speech,high,consonant,"From 1.05 to 1.21 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3088159,10,speech,mid,consonant,"From 1.05 to 1.21 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_3089604,2,speech,high,vowel,"From 1.5 to 1.8 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3089604,3,speech,high,vowel,"From 2.03 to 2.58 seconds, this high-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3089604,11,speech,mid,vowel,"From 2.4 to 2.58 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3093310,3,speech,high,consonant,"From 2.01 to 2.21 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_3093310,7,speech,mid,consonant,"From 2.47 to 2.94 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_3100616,10,speech,mid,vowel,"From 1.02 to 1.57 seconds, this mid-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_3100616,13,speech,low,vowel,"From 0.93 to 1.57 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. Because the region is aligned with a vowel, the degraded harmonic structure can blur its resonance and make it sound synthetic."
